"DateTime","Users","Users Trend","In-Game"
"2023-11-28 21:10:00",23133804,22560672,5981440
"2023-11-28 21:20:00",22891963,22559370,5892925
"2023-11-28 21:30:00",22644868,22558099,5798637
"2023-11-28 21:40:00",22406453,22556960,5707689
"2023-11-28 21:50:00",22171918,22555972,5621899
"2023-11-28 22:00:00",21918281,22554881,5526587
"2023-11-28 22:10:00",21629438,22554117,5440364
"2023-11-28 22:20:00",21378836,22553272,5359800
"2023-11-28 22:30:00",21128048,22552119,5267752
"2023-11-28 22:40:00",20913790,22551147,5193860
"2023-11-28 22:50:00",20713325,22550319,5121910
"2023-11-28 23:00:00",20517992,22549472,5043404
"2023-11-28 23:10:00",20275301,22548582,4960351
"2023-11-28 23:20:00",20113361,22547829,4902462
"2023-11-28 23:30:00",15912871,22525156,3915584
"2023-11-28 23:40:00",18700675,22524320,4418990
"2023-11-28 23:50:00",18810009,22488737,4430281
"2023-11-29 00:00:00",18969423,22485412,4482029
"2023-11-29 00:10:00",19022819,22482056,4503226
"2023-11-29 00:20:00",19095852,22478860,4522679
"2023-11-29 00:30:00",19186202,22475805,4551389
"2023-11-29 00:40:00",19264247,22472859,4587336
"2023-11-29 00:50:00",19308503,22469883,4614282
"2023-11-29 01:00:00",19383238,22466994,4636102
"2023-11-29 01:10:00",19465229,22464190,4673422
"2023-11-29 01:20:00",19539342,22461464,4712941
"2023-11-29 01:30:00",19615518,22458914,4764884
"2023-11-29 01:40:00",19655640,22456298,4787272
"2023-11-29 01:50:00",19752056,22453933,4832910
"2023-11-29 02:00:00",19820816,22451711,4870993
"2023-11-29 02:10:00",19898157,22449605,4926688
"2023-11-29 02:20:00",19970927,22447554,4975709
"2023-11-29 02:30:00",19999608,22445556,5025613
"2023-11-29 02:40:00",20028239,22443655,5058210
"2023-11-29 02:50:00",20028601,22441768,5064217
"2023-11-29 03:00:00",20003782,22439883,5075575
"2023-11-29 03:10:00",19942349,22438064,5041365
"2023-11-29 03:20:00",19889513,22436305,5034710
"2023-11-29 03:30:00",19827499,22434647,4998191
"2023-11-29 03:40:00",19750128,22433001,4983496
"2023-11-29 03:50:00",19681703,22431256,4950992
"2023-11-29 04:00:00",19665768,22429586,4941877
"2023-11-29 04:10:00",19704884,22427928,4965450
"2023-11-29 04:20:00",19782591,22426328,5002835
"2023-11-29 04:30:00",19842730,22424924,5051180
"2023-11-29 04:40:00",19852882,22423547,5062921
"2023-11-29 04:50:00",19811440,22422193,5064536
"2023-11-29 05:00:00",19723731,22421019,5039958
"2023-11-29 05:10:00",19581172,22419913,4983192
"2023-11-29 05:20:00",19448798,22418873,4927112
"2023-11-29 05:30:00",19324683,22417973,4862675
"2023-11-29 05:40:00",19196725,22417176,4793416
"2023-11-29 05:50:00",19059721,22416397,4722318
"2023-11-29 06:00:00",18965827,22415703,4664988
"2023-11-29 06:10:00",18873891,22414929,4611960
"2023-11-29 06:20:00",18822634,22414265,4591394
"2023-11-29 06:30:00",18774426,22413641,4566173
"2023-11-29 06:40:00",18754480,22413040,4549458
"2023-11-29 06:50:00",18740832,22412496,4538134
"2023-11-29 07:00:00",18763442,22412029,4524949
"2023-11-29 07:10:00",18799908,22411495,4527249
"2023-11-29 07:20:00",18864901,22410969,4547456
"2023-11-29 07:30:00",18925227,22410558,4554711
"2023-11-29 07:40:00",18993171,22409956,4567690
"2023-11-29 07:50:00",19080042,22409230,4601910
"2023-11-29 08:00:00",19183800,22408343,4613644
"2023-11-29 08:10:00",19314360,22407616,4643543
"2023-11-29 08:20:00",19452651,22406825,4696885
"2023-11-29 08:30:00",19594897,22406228,4746591
"2023-11-29 08:40:00",19716309,22405445,4771234
"2023-11-29 08:50:00",19870535,22404600,4811501
"2023-11-29 09:00:00",19993306,22403812,4822919
"2023-11-29 09:10:00",20132385,22402144,4852019
"2023-11-29 09:20:00",20315438,22400583,4876229
"2023-11-29 09:30:00",20453418,22398923,4900665
"2023-11-29 09:40:00",20656665,22397310,4924695
"2023-11-29 09:50:00",20844183,22395543,4955936
"2023-11-29 10:00:00",21020765,22393698,4994146
"2023-11-29 10:10:00",21272202,22391973,5075059
"2023-11-29 10:20:00",21511626,22390336,5152849
"2023-11-29 10:30:00",21755583,22388802,5240898
"2023-11-29 10:40:00",22031293,22387438,5355627
"2023-11-29 10:50:00",22291496,22386093,5465855
"2023-11-29 11:00:00",22603554,22384526,5588989
"2023-11-29 11:10:00",22912892,22382953,5731242
"2023-11-29 11:20:00",23227359,22381264,5880337
"2023-11-29 11:30:00",23573113,22379693,6055800
"2023-11-29 11:40:00",23880532,22378059,6199109
"2023-11-29 11:50:00",24231991,22376815,6382216
"2023-11-29 12:00:00",24572347,22375645,6525330
"2023-11-29 12:10:00",24920730,22374608,6695202
"2023-11-29 12:20:00",25214524,22373733,6841441
"2023-11-29 12:30:00",25588267,22372538,7018165
"2023-11-29 12:40:00",25947511,22371347,7199134
"2023-11-29 12:50:00",26312545,22370740,7369113
"2023-11-29 13:00:00",26641207,22370010,7511291
"2023-11-29 13:10:00",26994562,22369259,7690050
"2023-11-29 13:20:00",27275223,22368188,7849105
"2023-11-29 13:30:00",27575409,22367266,7961891
"2023-11-29 13:40:00",27834282,22366449,8065073
"2023-11-29 13:50:00",28020829,22365292,8134652
"2023-11-29 14:00:00",28148109,22364104,8157919
"2023-11-29 14:10:00",28248068,22362722,8192679
"2023-11-29 14:20:00",28304617,22361379,8194920
"2023-11-29 14:30:00",28299751,22360094,8178716
"2023-11-29 14:40:00",28235562,22358779,8128367
"2023-11-29 14:50:00",28154889,22357664,8059866
"2023-11-29 15:00:00",27957935,22356614,7920886
"2023-11-29 15:10:00",27597779,22355468,7734142
"2023-11-29 15:20:00",27384572,22354877,7622322
"2023-11-29 15:30:00",27146000,22354265,7500735
"2023-11-29 15:40:00",26839486,22353151,7348659
"2023-11-29 15:50:00",26602391,22351995,7232166
"2023-11-29 16:00:00",26362977,22351002,7105397
"2023-11-29 16:10:00",26051621,22349861,6963601
"2023-11-29 16:20:00",25838224,22348722,6866515
"2023-11-29 16:30:00",25664193,22347554,6793985
"2023-11-29 16:40:00",25500392,22346639,6729144
"2023-11-29 16:50:00",25375059,22345747,6679099
"2023-11-29 17:00:00",25257666,22344662,6609502
"2023-11-29 17:10:00",25163568,22343405,6574549
"2023-11-29 17:20:00",25097844,22342050,6552874
"2023-11-29 17:30:00",25038019,22340526,6525657
"2023-11-29 17:40:00",24984626,22338707,6491151
"2023-11-29 17:50:00",24963615,22336786,6478556
"2023-11-29 18:00:00",24934572,22334820,6459655
"2023-11-29 18:10:00",24888765,22332684,6447881
"2023-11-29 18:20:00",24861670,22330496,6452161
"2023-11-29 18:30:00",24840121,22328340,6452113
"2023-11-29 18:40:00",24809075,22326170,6469363
"2023-11-29 18:50:00",24770189,22324002,6464259
"2023-11-29 19:00:00",24726632,22321851,6446985
"2023-11-29 19:10:00",24659207,22319642,6437178
"2023-11-29 19:20:00",24594194,22317416,6429569
"2023-11-29 19:30:00",24533215,22315280,6416216
"2023-11-29 19:40:00",24448053,22313126,6409607
"2023-11-29 19:50:00",24335317,22310928,6405535
"2023-11-29 20:00:00",24195579,22308765,6357506
"2023-11-29 20:10:00",24066987,22306854,6323099
"2023-11-29 20:20:00",23913716,22304925,6283278
"2023-11-29 20:30:00",23759853,22303142,6235440
"2023-11-29 20:40:00",23585876,22301484,6176519
"2023-11-29 20:50:00",23390137,22299808,6108770
"2023-11-29 21:00:00",23159330,22298313,6023746
"2023-11-29 21:10:00",22889297,22296895,5919752
"2023-11-29 21:20:00",22649424,22295474,5830610
"2023-11-29 21:30:00",22406150,22294102,5739849
"2023-11-29 21:40:00",22164022,22292737,5648583
"2023-11-29 21:50:00",21908637,22291256,5550646
"2023-11-29 22:00:00",21640981,22289733,5451266
"2023-11-29 22:10:00",21363008,22288283,5356275
"2023-11-29 22:20:00",21096586,22286726,5260445
"2023-11-29 22:30:00",20868362,22285401,5173073
"2023-11-29 22:40:00",20659426,22284103,5094104
"2023-11-29 22:50:00",20441330,22282711,5013431
"2023-11-29 23:00:00",20259478,22281402,4939403
"2023-11-29 23:10:00",20043884,22280237,4845199
"2023-11-29 23:20:00",19850098,22278885,4775431
"2023-11-29 23:30:00",19716773,22301344,4728714
"2023-11-29 23:40:00",,22192075,
"2023-11-29 23:50:00",19518154,22217710,4652978
"2023-11-30 00:00:00",19460653,22220658,4618485
"2023-11-30 00:10:00",19400125,22222929,4589016
"2023-11-30 00:20:00",19383699,22224671,4585131
"2023-11-30 00:30:00",19405964,22225998,4594391
"2023-11-30 00:40:00",19443572,22227082,4615384
"2023-11-30 00:50:00",19480895,22227969,4632398
"2023-11-30 01:00:00",19535620,22228692,4649688
"2023-11-30 01:10:00",19584852,22229239,4679882
"2023-11-30 01:20:00",19648372,22229742,4721621
"2023-11-30 01:30:00",19687355,22230037,4750601
"2023-11-30 01:40:00",19736551,22230403,4785675
"2023-11-30 01:50:00",19790402,22230533,4821190
"2023-11-30 02:00:00",19847158,22230574,4847938
"2023-11-30 02:10:00",19903721,22230543,4894533
"2023-11-30 02:20:00",19961711,22230401,4932068
"2023-11-30 02:30:00",20000886,22230313,4967192
"2023-11-30 02:40:00",20020000,22230171,4993050
"2023-11-30 02:50:00",20019231,22230042,5002202
"2023-11-30 03:00:00",19989904,22229899,5004256
"2023-11-30 03:10:00",19950494,22229912,5005106
"2023-11-30 03:20:00",19900152,22229954,5004510
"2023-11-30 03:30:00",19849327,22230085,4994811
"2023-11-30 03:40:00",19787917,22230320,4978257
"2023-11-30 03:50:00",19761828,22230919,4966772
"2023-11-30 04:00:00",19743501,22231542,4954209
"2023-11-30 04:10:00",19781111,22232171,4956565
"2023-11-30 04:20:00",19847190,22232732,4989271
"2023-11-30 04:30:00",19875749,22233098,5014101
"2023-11-30 04:40:00",19878395,22233418,5033966
"2023-11-30 04:50:00",19846457,22233797,5034723
"2023-11-30 05:00:00",19764316,22234209,5015585
"2023-11-30 05:10:00",19609092,22234554,4967328
"2023-11-30 05:20:00",19498232,22235072,4926619
"2023-11-30 05:30:00",19364178,22235527,4871993
"2023-11-30 05:40:00",19233840,22235994,4812528
"2023-11-30 05:50:00",19101623,22236524,4751145
"2023-11-30 06:00:00",19005609,22237062,4697307
"2023-11-30 06:10:00",18924506,22237686,4656150
"2023-11-30 06:20:00",18868224,22238255,4625593
"2023-11-30 06:30:00",18817687,22238745,4600256
"2023-11-30 06:40:00",18789111,22239198,4580199
"2023-11-30 06:50:00",18770940,22239641,4568938
"2023-11-30 07:00:00",18783437,22240041,4562088
"2023-11-30 07:10:00",18798339,22240311,4542449
"2023-11-30 07:20:00",18857365,22240561,4558003
"2023-11-30 07:30:00",18925357,22240850,4576134
"2023-11-30 07:40:00",18980002,22241035,4587490
"2023-11-30 07:50:00",19045750,22241119,4612399
"2023-11-30 08:00:00",19239707,22241782,4677730
"2023-11-30 08:10:00",19362963,22242323,4723528
"2023-11-30 08:20:00",19504292,22242889,4773413
"2023-11-30 08:30:00",19627768,22243333,4813664
"2023-11-30 08:40:00",19770588,22243907,4860184
"2023-11-30 08:50:00",19896368,22244269,4888648
"2023-11-30 09:00:00",20030904,22244708,4906964
"2023-11-30 09:10:00",20184378,22245239,4940146
"2023-11-30 09:20:00",20344238,22245624,4961078
"2023-11-30 09:30:00",20446924,22245714,4977278
"2023-11-30 09:40:00",20680408,22246048,5016290
"2023-11-30 09:50:00",20876572,22246421,5056506
"2023-11-30 10:00:00",21071937,22246928,5089636
"2023-11-30 10:10:00",21286507,22247150,5152978
"2023-11-30 10:20:00",21548021,22247567,5238348
"2023-11-30 10:30:00",21779921,22247855,5312620
"2023-11-30 10:40:00",22042174,22248100,5411884
"2023-11-30 10:50:00",22306643,22248393,5511382
"2023-11-30 11:00:00",22579185,22248492,5621779
"2023-11-30 11:10:00",22872093,22248516,5749974
"2023-11-30 11:20:00",23128242,22248220,5874188
"2023-11-30 11:30:00",23521551,22248272,6054607
"2023-11-30 11:40:00",23859846,22248449,6222704
"2023-11-30 11:50:00",24165082,22248379,6367518
"2023-11-30 12:00:00",24491545,22248278,6515281
"2023-11-30 12:10:00",24842356,22248199,6686717
"2023-11-30 12:20:00",25123049,22248026,6828878
"2023-11-30 12:30:00",25465185,22247731,6999153
"2023-11-30 12:40:00",25810984,22247345,7172265
"2023-11-30 12:50:00",26101228,22246512,7319499
"2023-11-30 13:00:00",26443092,22245787,7461385
"2023-11-30 13:10:00",26786967,22244977,7626048
"2023-11-30 13:20:00",27103823,22244396,7785749
"2023-11-30 13:30:00",27332454,22243349,7898245
"2023-11-30 13:40:00",27586379,22242333,8014165
"2023-11-30 13:50:00",27785440,22241380,8096727
"2023-11-30 14:00:00",27857188,22240104,8112978
"2023-11-30 14:10:00",27993865,22239161,8159302
"2023-11-30 14:20:00",28090654,22238481,8207765
"2023-11-30 14:30:00",28072122,22237739,8201549
"2023-11-30 14:40:00",28048010,22237290,8140587
"2023-11-30 14:50:00",27958911,22236827,8066839
"2023-11-30 15:00:00",27729554,22236220,7908324
"2023-11-30 15:10:00",27388100,22235764,7740572
"2023-11-30 15:20:00",27155628,22235378,7610996
"2023-11-30 15:30:00",26895213,22234966,7473789
"2023-11-30 15:40:00",26584699,22234588,7331496
"2023-11-30 15:50:00",26378010,22234473,7216874
"2023-11-30 16:00:00",26077498,22233975,7060969
"2023-11-30 16:10:00",25800283,22233709,6942300
"2023-11-30 16:20:00",25616188,22233603,6857145
"2023-11-30 16:30:00",25428313,22233353,6773600
"2023-11-30 16:40:00",25282870,22233194,6707835
"2023-11-30 16:50:00",25168544,22233046,6657303
"2023-11-30 17:00:00",25049311,22232815,6593029
"2023-11-30 17:10:00",24940825,22232421,6535271
"2023-11-30 17:20:00",24869092,22231927,6505644
"2023-11-30 17:30:00",24810445,22231378,6482597
"2023-11-30 17:40:00",24769804,22230826,6466166
"2023-11-30 17:50:00",24704878,22229926,6437529
"2023-11-30 18:00:00",24699734,22229075,6425896
"2023-11-30 18:10:00",24651059,22228091,6410285
"2023-11-30 18:20:00",24631564,22227167,6410129
"2023-11-30 18:30:00",24610327,22226193,6412750
"2023-11-30 18:40:00",24585698,22225210,6415991
"2023-11-30 18:50:00",24557172,22224237,6411563
"2023-11-30 19:00:00",24513405,22223218,6399787
"2023-11-30 19:10:00",24421748,22222026,6389282
"2023-11-30 19:20:00",24404084,22221139,6393930
"2023-11-30 19:30:00",24343351,22220207,6390575
"2023-11-30 19:40:00",24268751,22219332,6376160
"2023-11-30 19:50:00",24182945,22218631,6359204
"2023-11-30 20:00:00",24062195,22218054,6315121
"2023-11-30 20:10:00",23922694,22217437,6267153
"2023-11-30 20:20:00",23686953,22216325,6202109
"2023-11-30 20:30:00",23595499,22215707,6172347
"2023-11-30 20:40:00",23418380,22215072,6108265
"2023-11-30 20:50:00",23289023,22214894,6064487
"2023-11-30 21:00:00",23083266,22214890,5977113
"2023-11-30 21:10:00",22801943,22214895,5871122
"2023-11-30 21:20:00",22586456,22215126,5799672
"2023-11-30 21:30:00",22368950,22215549,5722424
"2023-11-30 21:40:00",22133438,22215519,5643033
"2023-11-30 21:50:00",21914221,22214512,5569952
"2023-11-30 22:00:00",21657102,22213070,5477603
"2023-11-30 22:10:00",21367367,22212576,5360288
"2023-11-30 22:20:00",21192515,22213407,5320183
"2023-11-30 22:30:00",20962918,22214333,5236896
"2023-11-30 22:40:00",20765028,22215280,5152894
"2023-11-30 22:50:00",20552010,22216289,5077997
"2023-11-30 23:00:00",20360192,22217259,4995884
"2023-11-30 23:10:00",20146264,22218054,4904768
"2023-11-30 23:20:00",19974227,22217942,4838517
"2023-11-30 23:30:00",19798998,22218160,4769146
"2023-11-30 23:40:00",19721194,22343443,4742358
"2023-11-30 23:50:00",19622502,22344311,4710511
"2023-12-01 00:00:00",19554317,22345156,4621769
"2023-12-01 00:10:00",19488119,22346017,4573005
"2023-12-01 00:20:00",19456544,22346799,4563603
"2023-12-01 00:30:00",19472189,22347536,4572674
"2023-12-01 00:40:00",19363275,22347322,4488776
"2023-12-01 00:50:00",19354740,22346880,4518603
"2023-12-01 01:00:00",19423320,22346537,4541476
"2023-12-01 01:10:00",19488928,22346271,4574024
"2023-12-01 01:20:00",19561708,22346045,4611655
"2023-12-01 01:30:00",19616111,22345904,4643330
"2023-12-01 01:40:00",19679223,22345851,4678406
"2023-12-01 01:50:00",19713908,22345689,4708601
"2023-12-01 02:00:00",19819261,22345867,4760621
"2023-12-01 02:10:00",19852945,22345887,4809641
"2023-12-01 02:20:00",19902422,22345890,4857595
"2023-12-01 02:30:00",19943888,22345936,4887504
"2023-12-01 02:40:00",19981584,22346135,4921496
"2023-12-01 02:50:00",19993492,22346448,4938347
"2023-12-01 03:00:00",19988707,22346954,4940676
"2023-12-01 03:10:00",19962829,22347588,4933773
"2023-12-01 03:20:00",19935382,22348404,4928196
"2023-12-01 03:30:00",19893685,22349320,4911724
"2023-12-01 03:40:00",19944519,22351001,4893904
"2023-12-01 03:50:00",19957161,22352921,4880400
"2023-12-01 04:00:00",19953959,22354950,4870239
"2023-12-01 04:10:00",19994320,22357005,4876592
"2023-12-01 04:20:00",20053415,22359002,4905878
"2023-12-01 04:30:00",20082583,22361001,4933883
"2023-12-01 04:40:00",20088892,22363458,4951151
"2023-12-01 04:50:00",20057847,22365918,4970363
"2023-12-01 05:00:00",19985943,22368462,4958479
"2023-12-01 05:10:00",19877213,22371344,4927754
"2023-12-01 05:20:00",19764518,22374269,4897850
"2023-12-01 05:30:00",19659849,22377442,4859174
"2023-12-01 05:40:00",19565897,22380905,4820589
"2023-12-01 05:50:00",19457854,22384573,4777612
"2023-12-01 06:00:00",19385655,22388451,4757794
"2023-12-01 06:10:00",19281559,22392219,4741531
"2023-12-01 06:20:00",19158834,22395610,4718351
"2023-12-01 06:30:00",19126106,22399179,4697521
"2023-12-01 06:40:00",19116627,22402891,4688990
"2023-12-01 06:50:00",19119943,22406749,4683604
"2023-12-01 07:00:00",19134350,22410620,4668782
"2023-12-01 07:10:00",19169908,22414621,4662591
"2023-12-01 07:20:00",19222583,22418566,4675024
"2023-12-01 07:30:00",19267904,22422340,4685329
"2023-12-01 07:40:00",19354350,22426300,4713110
"2023-12-01 07:50:00",19460946,22430486,4746417
"2023-12-01 08:00:00",19573124,22434089,4778507
"2023-12-01 08:10:00",19705197,22437697,4835014
"2023-12-01 08:20:00",19838917,22441191,4883984
"2023-12-01 08:30:00",19966761,22444650,4930396
"2023-12-01 08:40:00",20066265,22447765,4953162
"2023-12-01 08:50:00",20200326,22450887,4989547
"2023-12-01 09:00:00",20343270,22453999,5015792
"2023-12-01 09:10:00",20492634,22457015,5046470
"2023-12-01 09:20:00",20562236,22459369,5057255
"2023-12-01 09:30:00",20736289,22462157,5096972
"2023-12-01 09:40:00",20955522,22464768,5140082
"2023-12-01 09:50:00",21177797,22467442,5189552
"2023-12-01 10:00:00",21304044,22469555,5215418
"2023-12-01 10:10:00",21590389,22472079,5295318
"2023-12-01 10:20:00",21789752,22474054,5341348
"2023-12-01 10:30:00",22069239,22476244,5430626
"2023-12-01 10:40:00",22358700,22478477,5549120
"2023-12-01 10:50:00",22679746,22480941,5684494
"2023-12-01 11:00:00",22983970,22483456,5811694
"2023-12-01 11:10:00",23323514,22486131,5969691
"2023-12-01 11:20:00",23652241,22489119,6127645
"2023-12-01 11:30:00",23974466,22491478,6287555
"2023-12-01 11:40:00",24359105,22493987,6478113
"2023-12-01 11:50:00",24733144,22496762,6651046
"2023-12-01 12:00:00",25072816,22499443,6822081
"2023-12-01 12:10:00",25413790,22501894,6990009
"2023-12-01 12:20:00",25786136,22504786,7170540
"2023-12-01 12:30:00",26123394,22507465,7345329
"2023-12-01 12:40:00",26490267,22510122,7527169
"2023-12-01 12:50:00",26820125,22512863,7677099
"2023-12-01 13:00:00",27137541,22515284,7815913
"2023-12-01 13:10:00",27497301,22517657,7989829
"2023-12-01 13:20:00",27788192,22519684,8128387
"2023-12-01 13:30:00",28102003,22522137,8271511
"2023-12-01 13:40:00",28347718,22524386,8384678
"2023-12-01 13:50:00",28577057,22526718,8492278
"2023-12-01 14:00:00",28794737,22529912,8574191
"2023-12-01 14:10:00",28960305,22533197,8636178
"2023-12-01 14:20:00",29096073,22536665,8679611
"2023-12-01 14:30:00",29147628,22540540,8687097
"2023-12-01 14:40:00",29183247,22544794,8690690
"2023-12-01 14:50:00",29177312,22549592,8673531
"2023-12-01 15:00:00",29007630,22554799,8574835
"2023-12-01 15:10:00",28925547,22561829,8505646
"2023-12-01 15:20:00",28851324,22569966,8449935
"2023-12-01 15:30:00",28686029,22578787,8362381
"2023-12-01 15:40:00",28492394,22588482,8265925
"2023-12-01 15:50:00",28299236,22598378,8166330
"2023-12-01 16:00:00",28046400,22608701,8026182
"2023-12-01 16:10:00",27760660,22619106,7892501
"2023-12-01 16:20:00",27519408,22629283,7782576
"2023-12-01 16:30:00",27319736,22639515,7693212
"2023-12-01 16:40:00",27115960,22649468,7607146
"2023-12-01 16:50:00",26923003,22659007,7527836
"2023-12-01 17:00:00",26721476,22668102,7428511
"2023-12-01 17:10:00",26546141,22676860,7361564
"2023-12-01 17:20:00",26404710,22685249,7321786
"2023-12-01 17:30:00",26249036,22693066,7258749
"2023-12-01 17:40:00",26119828,22700375,7209034
"2023-12-01 17:50:00",25929456,22706914,7132637
"2023-12-01 18:00:00",25777857,22712571,7056073
"2023-12-01 18:10:00",25759164,22718512,7041326
"2023-12-01 18:20:00",25679406,22724064,7018258
"2023-12-01 18:30:00",25599001,22729264,7005459
"2023-12-01 18:40:00",25508795,22734069,6976195
"2023-12-01 18:50:00",25427033,22738566,6954233
"2023-12-01 19:00:00",25363462,22742976,6921324
"2023-12-01 19:10:00",25294639,22747577,6904638
"2023-12-01 19:20:00",25220578,22751838,6893580
"2023-12-01 19:30:00",25155159,22756109,6880069
"2023-12-01 19:40:00",25098641,22760541,6871341
"2023-12-01 19:50:00",25029811,22765121,6859867
"2023-12-01 20:00:00",24962557,22770103,6839459
"2023-12-01 20:10:00",24868873,22775435,6815754
"2023-12-01 20:20:00",24797772,22781936,6805841
"2023-12-01 20:30:00",24725147,22788607,6795316
"2023-12-01 20:40:00",24621065,22795818,6762600
"2023-12-01 20:50:00",24531726,22803359,6769481
"2023-12-01 21:00:00",24461941,22811877,6745527
"2023-12-01 21:10:00",24309906,22821318,6701516
"2023-12-01 21:20:00",24158257,22831278,6664420
"2023-12-01 21:30:00",23179815,22836149,6356339
"2023-12-01 21:40:00",21052977,22828645,5832799
"2023-12-01 21:50:00",20026889,22816696,5560659
"2023-12-01 22:00:00",21378022,22816196,5832606
"2023-12-01 22:10:00",22282439,22823159,5977230
"2023-12-01 22:20:00",22285204,22830891,5973240
"2023-12-01 22:30:00",21986334,22838157,5893000
"2023-12-01 22:40:00",21847452,22845981,5774452
"2023-12-01 22:50:00",21685140,22854228,5703019
"2023-12-01 23:00:00",21199622,22860556,5572576
"2023-12-01 23:10:00",19259747,22855336,5062563
"2023-12-01 23:20:00",20070494,22857791,5221159
"2023-12-01 23:30:00",20544159,22864285,5247637
"2023-12-01 23:40:00",20567024,22871237,5244168
"2023-12-01 23:50:00",20554542,22878775,5192993
"2023-12-02 00:00:00",20583492,22886990,5211146
"2023-12-02 00:10:00",20558261,22895479,5196442
"2023-12-02 00:20:00",20534800,22904044,5197923
"2023-12-02 00:30:00",20531566,22912498,5180500
"2023-12-02 00:40:00",20548266,22921824,5189672
"2023-12-02 00:50:00",20573304,22931379,5196828
"2023-12-02 01:00:00",20611891,22940725,5211802
"2023-12-02 01:10:00",20657823,22949925,5234591
"2023-12-02 01:20:00",20722274,22959052,5277142
"2023-12-02 01:30:00",20790119,22968248,5317868
"2023-12-02 01:40:00",20893232,22977694,5380671
"2023-12-02 01:50:00",20997024,22987573,5435994
"2023-12-02 02:00:00",21097576,22997377,5492504
"2023-12-02 02:10:00",21218319,23007740,5580694
"2023-12-02 02:20:00",21339097,23018544,5644536
"2023-12-02 02:30:00",21462181,23029862,5715526
"2023-12-02 02:40:00",21580750,23041687,5786038
"2023-12-02 02:50:00",21683726,23054095,5846165
"2023-12-02 03:00:00",21777588,23067144,5892314
"2023-12-02 03:10:00",21843934,23080798,5929378
"2023-12-02 03:20:00",21921316,23095156,5964038
"2023-12-02 03:30:00",21987946,23110241,5986657
"2023-12-02 03:40:00",22046318,23125358,6004981
"2023-12-02 03:50:00",22107917,23140801,6022946
"2023-12-02 04:00:00",22146690,23156519,6032938
"2023-12-02 04:10:00",22190524,23172257,6031301
"2023-12-02 04:20:00",22270908,23188136,6075790
